yyyymm,price,d12,e12,ret,retx,AAA,BAA,lty,ltr,corpr,tbl,Rfree,d/p,d_y,e_p,d_e,b_m,tms,dfy,dfr,infl,eqis,ntis,svar,cay,i/k,csp,pce,vp,impvar,vrp,govik,lzrt,skew,crdstd,ogap,wtexas,accrul,cfacc,sntm,ndrbl,skvw,tail,fbm,dtoy,dtoat,ygap,rdsp,rsvix,gpce,gip,tchi,house,avgcor,shtint,disag
197305,104.95,3.2033,7.0867,-0.01395,-0.019002,0.0729,0.0806,0.0703,-0.0105,-0.0039,0.0636,0.0051,0.030522,0.029946,0.067524,0.452022,0.713216,0.0067,0.0077,0.0066,0.006881,,0.039602,0.003078,,,-7.33602E-05,,,,,,-1.762672,,,0.114353,0,,,-0.832821,0.078401,0.022336,0.411011,0.313703,0.857098,0.857098,-2.761524,0.03884,,,,-2.68188,,0.344505,0.597474,
197306,104.26,3.22,7.23,-0.005178,-0.006522,0.0737,0.0813,0.071,-0.0021,-0.0056,0.0719,0.0051,0.030884,0.030681,0.069346,0.445367,0.720974,-0.0009,0.0076,-0.0035,0.006834,,0.039013,0.002165,,,0.000743978,,,,,,-1.646309,,,0.112844,0.095491,,,-0.895148,0.071773,0.01721,0.407038,0.211409,0.847875,0.847875,-2.735372,0.025229,,,,-2.68188,,0.362191,0.474528,
197307,108.22,3.2367,7.3833,0.039128,0.037679,0.0745,0.0824,0.076,-0.0433,-0.0476,0.0801,0.0064,0.029908,0.031044,0.068225,0.438375,0.693977,-0.0041,0.0079,-0.0043,0.002262,,0.03735,0.001868,,,0.00023903,,,,,,-1.706449,,,0.113749,-0.004843,,,-0.928851,0.050084,0.024137,0.38333,0.211109,0.88086,0.88086,-2.753814,0.059415,,,,-2.444911,,0.356411,0.300686,
197308,104.25,3.2533,7.5367,-0.031544,-0.036505,0.0768,0.0853,0.0728,0.0391,0.0356,0.0867,0.007,0.031207,0.030062,0.072294,0.431667,0.724337,-0.0139,0.0085,-0.0035,0.018059,,0.037389,0.001096,,,0.000252075,,,,,,-1.610834,,,0.109563,0,,,-0.918546,0.072844,0.040863,0.408223,0.205663,0.843938,0.843938,-2.698401,0.025093,,,,-2.68188,,0.291524,0.126142,
197309,108.43,3.27,7.69,0.042219,0.041038,0.0763,0.0863,0.0703,0.0318,0.0356,0.0829,0.0068,0.030158,0.031367,0.070921,0.425228,0.678809,-0.0126,0.01,0.0038,0.002217,,0.034361,0.000935,,,-5.45824E-05,,,,,,-1.702888,,,0.114699,0.002433,,,-0.976914,0.065234,0.028035,0.385163,0.206439,0.900542,0.900542,-2.714683,0.027298,,,,-2.68188,,0.2141,0.052781,
197310,108.29,3.3067,7.8467,0.000312,-0.00156,0.076,0.0841,0.0689,0.0215,-0.0066,0.0722,0.0065,0.030535,0.030496,0.07246,0.421411,0.672082,-0.0033,0.0081,-0.0281,0.00885,,0.03466,0.001345,,,-0.000887358,,,,,,-1.792841,,,0.119952,0.359223,,,-0.827305,0.076315,-0.017053,0.374473,0.192055,0.909556,0.909556,-2.690418,0.034974,,,,-2.132467,,0.176346,0.145684,
197311,95.96,3.3433,8.0033,-0.10722,-0.113046,0.0767,0.0842,0.0712,-0.0183,0.0078,0.0783,0.0056,0.034841,0.030874,0.083403,0.417742,0.781879,-0.0071,0.0075,0.0261,0.006579,,0.038736,0.00437,,,-0.001324534,,,,,,-1.897575,,,0.121724,0.135714,,,-0.803254,0.082589,-0.003233,0.386169,0.199253,0.781829,0.781829,-2.549206,0.051869,,,,-2.68188,,0.25498,-0.042239,
197312,97.55,3.38,8.16,0.017971,0.016534,0.0768,0.0848,0.0726,-0.0082,-0.0089,0.0745,0.0064,0.034649,0.035223,0.083649,0.414216,0.755588,-0.0019,0.008,-0.0007,0.006536,,0.013007,0.005358,,,-0.000640199,,,,,,-1.84029,,,0.116127,0.190252,,,-0.683934,0.06242,0.031615,0.394318,0.192437,0.809033,0.809033,-2.546347,0.048142,,,,-2.68188,,0.336725,-0.190505,
197401,96.57,3.4,8.2267,-0.00812,-0.009749,0.0783,0.0848,0.074,-0.0083,-0.0053,0.0777,0.0063,0.035208,0.034854,0.085189,0.41329,0.751446,-0.0037,0.0065,0.003,0.008658,,0.011627,0.003409,,,-0.000936753,,,,,,-1.783011,,,0.10669,0.380449,,,-0.506837,0.096919,0.032793,0.390486,0.176803,0.858331,0.813492,-2.530452,0.0603,,,,-2.68188,,0.355236,0.021911,
197402,96.22,3.42,8.2933,0.001992,-0.003695,0.0785,0.0853,0.0748,-0.0024,0.0009,0.0712,0.0058,0.035544,0.035415,0.086191,0.41238,0.747098,0.0036,0.0068,0.0033,0.012876,,0.010919,0.001878,,,-0.000957314,,,,,,-1.591001,,,0.100884,0.205742,,,-0.497126,0.093132,0.022668,0.402326,0.160624,0.871811,0.818228,-2.51847,0.025922,,,,-2.68188,,0.339408,-0.844899,
197403,93.98,3.44,8.36,-0.021818,-0.023154,0.0801,0.0862,0.0783,-0.0292,-0.0307,0.0796,0.0056,0.036604,0.035751,0.088955,0.411483,0.815184,-0.0013,0.0061,-0.0015,0.012712,,0.0104,0.001694,,,-0.001167099,,,,,,-1.592112,,,0.098062,-0.002381,,,-0.472628,0.074355,-0.018352,0.40668,0.164768,0.85778,0.805058,-2.489243,0.024239,,,,-2.68188,,0.294753,-0.492571,
197404,90.31,3.46,8.4867,-0.037649,-0.03936,0.0825,0.0887,0.0816,-0.0253,-0.0341,0.0833,0.0075,0.038312,0.036816,0.093973,0.407698,0.824858,-0.0017,0.0062,-0.0088,0.004184,,0.009657,0.001729,,,-0.001047494,,,,,,-1.523501,,,0.092373,0.00716,,,-0.48665,0.075461,0.016206,0.4121,0.14726,0.847719,0.795617,-2.437165,0.026176,,,,-2.68188,,0.314505,-0.518482,
197405,87.28,3.48,8.6133,-0.026896,-0.033127,0.0837,0.0905,0.081,0.0123,0.0105,0.0823,0.0075,0.039872,0.038534,0.098686,0.404025,0.860416,-0.0013,0.0068,-0.0018,0.0125,,0.009247,0.002099,,,-0.001237991,,,,,,-1.548283,,,0.097572,0.00316,,,-0.547061,0.100542,0.028749,0.416167,0.157385,0.812686,0.762737,-2.388875,0.027041,,,,-2.68188,,0.309365,-0.589736,
197406,86,3.5,8.74,-0.012816,-0.014583,0.0847,0.0927,0.0812,0.0045,-0.0285,0.079,0.006,0.040698,0.040101,0.101628,0.400458,0.860159,0.0022,0.008,-0.033,0.00823,,0.008028,0.0023,,,-0.001691767,,,,,,-1.545857,,,0.092919,0.017323,,,-0.533069,0.079261,0.023049,0.408459,0.099959,0.812929,0.762965,-2.35913,0.022198,,,,-2.68188,,0.333689,-0.682297,
197407,79.31,3.53,8.8633,-0.076698,-0.0785,0.0872,0.0948,0.0823,-0.0029,-0.0211,0.0755,0.007,0.044509,0.041047,0.111756,0.39827,0.911239,0.0068,0.0076,-0.0182,0.008163,,0.006839,0.004918,,,-0.001999253,,,,,,-1.583348,,,0.092191,-0.04257,,,-0.395166,0.098106,0.039701,0.411396,0.105148,0.76736,0.720196,-2.266642,0.033303,,,,-2.68188,,0.361741,-1.230011,
197408,72.15,3.56,8.9867,-0.082177,-0.089737,0.09,0.0977,0.0855,-0.0232,-0.0268,0.0896,0.006,0.049342,0.044887,0.124555,0.396142,1.017124,-0.0041,0.0077,-0.0036,0.012146,,0.006555,0.004791,,,-0.00230981,,,,,,-1.550103,,,0.078797,0.002425,,,-0.454183,0.120386,0.057532,0.423909,0.106649,0.687476,0.645222,-2.160336,0.02814,,,,-2.68188,,0.381519,-0.878522,
197409,63.54,3.59,9.11,-0.117511,-0.119577,0.0924,0.1018,0.0837,0.0247,0.0174,0.0806,0.0081,0.0565,0.049757,0.143374,0.394072,1.13544,0.0031,0.0094,-0.0073,0.012,,0.005137,0.007812,,,-0.001700144,,,,,,-1.639278,,,0.076222,-0.025,,,-0.307001,0.055407,0.034641,0.411141,0.10827,0.615839,0.577988,-2.019628,0.035045,,,,-2.68188,,0.408307,-0.893002,
197410,73.9,3.5933,9.0367,0.168113,0.164814,0.0927,0.1048,0.0795,0.0489,0.0885,0.0746,0.0051,0.048624,0.056552,0.122282,0.397639,1.037084,0.0049,0.0121,0.0396,0.009881,,0.003638,0.010085,,,-0.00189545,,,,,,-1.611244,,,0.07032,-0.000827,,,-0.421374,-0.016968,0.061066,0.400328,0.13684,0.711573,0.632804,-2.177457,0.063071,,,,-2.68188,,0.438699,-1.005152,
197411,69.97,3.5967,8.9633,-0.045688,-0.053816,0.0889,0.106,0.0771,0.0295,0.0117,0.0747,0.0054,0.051403,0.048669,0.128102,0.401265,1.115637,0.0024,0.0171,-0.0178,0.007828,,0.007815,0.003514,,,-0.001821532,,,,,,-1.50108,,,0.034139,0.00745,,,-0.192319,-0.019357,-0.004844,0.422646,0.15853,0.693829,0.588248,-2.128918,0.030088,,,,-2.68188,,0.424003,-0.951759,
197412,68.56,3.6,8.89,-0.018021,-0.020305,0.0889,0.1063,0.076,0.0171,-0.0075,0.0715,0.007,0.052509,0.051451,0.129667,0.404949,1.120018,0.0045,0.0174,-0.0246,0.007767,,0.008772,0.003814,,,-0.000830488,,,,,,-1.433898,,,-0.005204,0.010682,,,-0.139426,-0.054358,0.056136,0.443311,0.195665,0.691115,0.585947,-2.114452,0.034614,,,,-2.68188,,0.394295,-1.215978,
197501,76.98,3.6233,8.7433,0.12361,0.121698,0.0883,0.1081,0.0796,0.0225,0.0596,0.0626,0.0058,0.047068,0.052849,0.113579,0.414411,0.98083,0.017,0.0198,0.0371,0.003854,,0.00851,0.004017,,,-0.001229924,,,,,,-1.670865,,,-0.021884,-0.004065,,,-0.107848,-0.053993,0.061867,0.399349,0.164547,0.789191,0.669098,-2.247575,0.077406,,,,-2.413134,,0.324521,-1.183317,
197502,81.59,3.6467,8.5967,0.06746,0.059497,0.0862,0.1065,0.0788,0.0131,0.0137,0.055,0.0043,0.044695,0.047372,0.105364,0.424196,0.933902,0.0238,0.0203,0.0006,0.007678,,0.011652,0.002179,,,-0.000708124,,,,,,-1.616224,,,-0.047679,0.009796,,,-0.147529,-0.058178,0.011306,0.397072,0.164403,0.828847,0.702719,-2.321629,0.038682,,,,-0.519725,,0.30391,-1.31253,
197503,83.36,3.67,8.45,0.024014,0.022122,0.0867,0.1048,0.0824,-0.0267,-0.0247,0.0549,0.0041,0.044026,0.044981,0.101368,0.43432,0.972466,0.0275,0.0181,0.002,0.00381,,0.020467,0.002403,,,-0.000704292,,,,,,-1.645792,,,-0.061459,0.007276,,,-0.144036,-0.078512,0.00295,0.40188,0.172647,0.883012,0.730389,-2.36346,0.038013,,,,0.54945,,0.269813,-1.237779,
197504,87.3,3.6833,8.2867,0.049424,0.047293,0.0895,0.1058,0.0852,-0.0182,-0.0052,0.0561,0.0044,0.042192,0.044186,0.094922,0.444489,0.909489,0.0291,0.0163,0.013,0.003795,,0.022496,0.002314,,,-0.000673488,,,,,,-1.530617,,,-0.062252,-0.004815,,,-0.183569,-0.061299,0.06518,0.40388,0.164914,0.948682,0.780964,-2.433791,0.034352,,,,0.81888,,0.272222,-1.168428,
197505,91.15,3.6967,8.1233,0.051193,0.044794,0.089,0.1069,0.0836,0.0212,0.0106,0.0523,0.0044,0.040556,0.042344,0.08912,0.455068,0.897524,0.0313,0.0179,-0.0106,0.005671,,0.022954,0.001807,,,-0.000409822,,,,,,-1.584556,,,-0.067885,0.005645,,,-0.301075,-0.057167,0.033647,0.393264,0.180526,0.968151,0.791376,-2.495283,0.042657,,,,1.055849,,0.271045,-1.099868,
197506,95.19,3.71,7.96,0.04622,0.044342,0.0877,0.1062,0.0813,0.0292,0.0304,0.0534,0.0041,0.038975,0.040702,0.083622,0.46608,0.849839,0.0279,0.0185,0.0012,0.007519,,0.022962,0.001353,,,-0.000805424,,,,,,-1.597787,,,-0.064287,0.000802,,,-0.367871,-0.06306,0.061524,0.403324,0.002283,1,0.83578,-2.55711,0.026594,,,,1.055849,,0.247059,-1.140757,
197507,88.75,3.71,7.8933,-0.065504,-0.067553,0.0884,0.1055,0.0829,-0.0087,-0.003,0.0613,0.0048,0.041803,0.038975,0.088939,0.470017,0.898366,0.0216,0.0171,0.0057,0.011194,,0.025628,0.001244,,,-0.001182099,,,,,,-1.628612,,,-0.056622,0.000801,,,-0.365106,0.008419,0.042778,0.399778,-0.012907,0.942958,0.790634,-2.497322,0.028823,,,,1.055849,,0.244993,-1.06992,
197508,86.88,3.71,7.8267,-0.015663,-0.021731,0.0895,0.1059,0.0844,-0.0068,-0.0175,0.0644,0.0048,0.042703,0.041803,0.090086,0.47402,0.894247,0.02,0.0164,-0.0107,0.001845,,0.026365,0.002343,,,-0.001574013,,,,,,-1.535244,,,-0.049519,0.001601,,,-0.21118,-0.013608,0.04956,0.406968,-0.016729,0.947302,0.794276,-2.487649,0.02939,,,,1.055849,,0.290767,-1.270542,
197509,83.87,3.71,7.76,-0.03225,-0.034226,0.0895,0.1061,0.0862,-0.0098,-0.0126,0.0642,0.0053,0.044235,0.042703,0.092524,0.478093,0.940948,0.022,0.0166,-0.0028,0.005525,,0.027918,0.002305,,,-0.001492257,,,,,,-1.46737,,,-0.039352,0.006395,,,-0.181539,-0.022406,-0.016113,0.428938,-0.01332,0.900285,0.754854,-2.46122,0.017894,,,,0.261054,,0.313485,-0.977875,
197510,89.04,3.7,7.8267,0.064855,0.062135,0.0886,0.1062,0.0819,0.0475,0.0553,0.0596,0.0056,0.041554,0.044116,0.087901,0.472743,0.893498,0.0223,0.0176,0.0078,0.005495,,0.025897,0.002155,,,-0.001543024,,,,,,-1.459086,,,-0.037713,0.048451,,,-0.399983,-0.033644,0.017458,0.446454,-0.0029,0.948095,0.794942,-2.509805,0.031856,,,,0.230041,,0.348585,-1.09583,
197511,91.24,3.69,7.8933,0.030089,0.023996,0.0878,0.1056,0.0838,-0.0109,-0.0088,0.0548,0.0041,0.040443,0.041442,0.086512,0.467483,0.867928,0.029,0.0178,0.0021,0.007286,,0.024621,0.000813,,,-0.001652912,,,,,,-1.492476,,,-0.039025,0.02197,,,-0.53148,-0.013821,0.019434,0.451537,0.0027,0.976027,0.818361,-2.524899,0.024525,,,,0.518361,,0.309806,-1.155688,
197512,90.19,3.68,7.96,-0.010485,-0.012296,0.0879,0.1056,0.0805,0.039,0.0442,0.0544,0.0048,0.040803,0.040333,0.088258,0.462312,0.876339,0.0261,0.0177,0.0052,0.003617,,0.023711,0.001331,,,-0.000465116,,,,,,-1.449344,,,-0.028238,-0.008895,,,-0.650415,-0.025556,-0.029728,0.465577,0.010576,0.966659,0.810507,-2.504451,0.019802,,,,0.810466,,0.299889,-0.953539,
197601,100.86,3.6833,8.1933,0.120143,0.118545,0.086,0.1041,0.0802,0.009,0.0188,0.0487,0.0047,0.036519,0.04084,0.081235,0.449552,0.765934,0.0315,0.0181,0.0098,0.001802,,0.021852,0.001978,,,-0.000110293,,,,,,-1.701247,,,-0.017731,-0.008227,,,-0.642293,-0.01944,0.08474,0.398819,-0.007245,1,0.927337,-2.584964,0.051438,,,,1.055849,,0.283232,-0.916879,
197602,99.71,3.6867,8.4267,-0.005756,-0.01162,0.0855,0.1024,0.0802,0.0062,0.0061,0.0488,0.0034,0.036974,0.036552,0.084512,0.4375,0.768037,0.0314,0.0169,-0.0001,0.003597,,0.022233,0.001221,,,-0.000170784,,,,,,-1.770042,,,-0.010375,-0.000754,,,-0.582227,0.003269,-0.021955,0.401697,-0.035008,0.97792,0.924798,-2.545879,0.052362,,,,0.549476,,0.296237,-0.852296,
197603,102.77,3.69,8.66,0.03264,0.030786,0.0852,0.1012,0.0792,0.0166,0.0167,0.05,0.004,0.035905,0.037007,0.084266,0.426097,0.784031,0.0292,0.016,0.0001,0.001792,,0.015072,0.001266,,,-0.000438798,,,,,,-1.632573,,,-0.01103,0.001509,,,-0.772029,0.024467,0.042411,0.418399,-0.034433,0.990329,0.950319,-2.548237,0.027132,,,,1.055849,,0.264634,-0.900678,
197604,101.64,3.7133,8.8567,-0.00961,-0.010699,0.084,0.0994,0.0797,0.0018,-0.0015,0.0486,0.0042,0.036534,0.036132,0.087138,0.419269,0.786076,0.0311,0.0154,-0.0033,0.003578,,0.014239,0.001007,,,-0.00135341,,,,,,-1.589378,,,-0.008558,0.001507,,,-0.83196,0.015428,0.021011,0.428772,-0.040168,0.985984,0.947846,-2.513145,0.019057,,,,0.794859,,0.258717,-0.878388,
197605,100.18,3.7367,9.0533,-0.008116,-0.015026,0.0858,0.0986,0.0821,-0.0158,-0.0103,0.052,0.0037,0.0373,0.036764,0.090371,0.41274,0.803503,0.0301,0.0128,0.0055,0.00713,,0.014148,0.000936,,,-0.0010527,,,,,,-1.537824,,,-0.007112,-0.005267,,,-0.610444,-0.002813,0.026176,0.433224,-0.046088,0.9646,0.927289,-2.479871,0.021027,,,,0.008782,,0.256609,-0.804027,
197606,104.28,3.76,9.25,0.043959,0.042158,0.0862,0.0989,0.0807,0.0208,0.015,0.0541,0.0043,0.036057,0.037532,0.088703,0.406486,0.781428,0.0266,0.0127,-0.0058,0.00531,,0.018925,0.000972,,,-0.001277583,,,,,,-1.497507,,,-0.008721,0.011346,,,-0.629192,0.00943,0.079224,0.454036,0.113631,0.99185,0.953485,-2.49812,0.02611,,,,-0.012711,,0.257172,-0.530275,
197607,103.44,3.79,9.35,-0.007202,-0.008454,0.0856,0.0982,0.0805,0.0078,0.0149,0.0523,0.0047,0.03664,0.036344,0.090391,0.405348,0.795824,0.0282,0.0126,0.0071,0.005282,,0.018843,0.000487,,,-0.001441104,,,,,,-1.463897,,,-0.005754,-0.005984,,,-0.654291,0.029482,0.002561,0.459837,0.112498,0.973725,0.936237,-2.479001,0.023637,,,,-0.519085,,0.224215,-0.713331,
197608,102.91,3.82,9.45,0.001599,-0.004982,0.0845,0.0964,0.079,0.0211,0.0231,0.0514,0.0042,0.03712,0.03693,0.091828,0.404233,0.804732,0.0276,0.0119,0.002,0.005254,,0.02063,0.000745,,,-0.001297757,,,,,,-1.423728,,,-0.001597,0.007524,,,-0.630172,-0.009467,0.046216,0.47786,0.114591,0.962945,0.925872,-2.462669,0.023221,,,,-0.519085,,0.218136,-0.975818,
197609,105.24,3.85,9.55,0.024421,0.022669,0.0838,0.094,0.0781,0.0145,0.0167,0.0508,0.0044,0.036583,0.037411,0.090745,0.403141,0.791363,0.0273,0.0102,0.0022,0.003484,,0.023784,0.000891,,,-0.001456697,,,,,,-1.442536,,,-0.000987,-0.005228,,,-0.477331,0.014342,0.022293,0.467549,0.128535,0.975759,0.941514,-2.47286,0.0186,,,,-0.519085,,0.22334,-1.082131,
197610,102.9,3.9167,9.67,-0.020211,-0.021995,0.0832,0.0929,0.0779,0.0084,0.007,0.0492,0.0041,0.038063,0.037217,0.093975,0.405033,0.81208,0.0287,0.0097,-0.0014,0.005208,,0.02557,0.00127,,,-0.00115663,,,,,,-1.454153,,,-0.003879,0,,,-0.55233,0.035356,0.053148,0.480109,0.125176,0.950867,0.917495,-2.436212,0.017228,,,,-0.519085,,0.281725,-1.335445,
197611,102.1,3.9833,9.79,-0.001041,-0.008628,0.0825,0.0923,0.0749,0.0339,0.0319,0.0475,0.004,0.039014,0.038711,0.095886,0.406877,0.827263,0.0274,0.0098,-0.002,0.001727,,0.027896,0.001118,,,-0.00092241,,,,,,-1.524451,,,0.008747,0.004505,,,-0.472776,0.019965,-0.047615,0.468917,0.138617,0.933415,0.900656,-2.414957,0.025821,,,,-1.068497,,0.298104,-1.294299,
197612,107.46,4.05,9.91,0.053775,0.05217,0.0798,0.0912,0.0721,0.0327,0.0347,0.0435,0.004,0.037688,0.039667,0.09222,0.408678,0.779973,0.0286,0.0114,0.002,0.003448,,0.028567,0.000576,,,-0.001122704,,,,,,-1.523552,,,0.016787,0.005979,,,-0.368241,0.034653,0.045598,0.470851,0.13025,0.990008,0.955263,-2.450017,0.024714,,,,-0.519085,,0.274367,-1.069581,
197701,102.03,4.0967,9.9667,-0.049654,-0.051167,0.0796,0.0908,0.0764,-0.0388,-0.0303,0.0462,0.0036,0.040152,0.038123,0.097684,0.411037,0.821065,0.0302,0.0112,0.0085,0.005155,,0.0296,0.000696,,,-0.001592844,,,,,,-1.564278,,,0.007236,0.032689,,,-0.351704,0.014591,0.016112,0.452399,0.10936,0.940461,0.907455,-2.39564,0.03761,,,,-1.066043,,0.234164,-1.146947,
197702,99.82,4.1433,10.0233,-0.015638,-0.0224,0.0804,0.0912,0.0775,-0.0049,-0.002,0.0467,0.0035,0.041508,0.040609,0.100414,0.41337,0.836804,0.0308,0.0108,0.0029,0.010256,,0.02797,0.000335,,,-0.001653703,,,,,,-1.481696,,,0.020342,0,,,-0.387587,0.002683,0.036534,0.455494,0.100037,0.922772,0.890387,-2.369753,0.019491,,,,-2.17338,,0.178225,-1.069762,
197703,98.42,4.19,10.08,-0.012502,-0.014548,0.081,0.0912,0.0772,0.0091,0.0094,0.046,0.0038,0.042573,0.041976,0.102418,0.415675,0.86843,0.0312,0.0102,0.0003,0.006768,,0.030338,0.000666,,,-0.001732089,,,,,,-1.416922,,,0.030212,0,,,-0.387907,0.012498,-0.02507,0.463417,0.094615,0.905734,0.873947,-2.350639,0.023397,,,,-2.68188,,0.176773,-0.926154,
197704,98.44,4.2467,10.1933,0.000641,-0.000503,0.0804,0.0907,0.0771,0.0071,0.01,0.0454,0.0038,0.04314,0.043148,0.103548,0.416614,0.86115,0.0317,0.0103,0.0029,0.008403,,0.03114,0.000985,,,-0.0016387,,,,,,-1.48155,,,0.037309,0,,,-0.261308,0.027807,-0.013927,0.459463,0.095369,0.913391,0.881335,-2.338827,0.019007,,,,-2.68188,,0.217361,-0.92318,
197705,96.12,4.3033,10.3067,-0.015064,-0.023541,0.0805,0.0901,0.0765,0.0125,0.0106,0.0496,0.0037,0.04477,0.043715,0.107227,0.417527,0.888211,0.0269,0.0096,-0.0019,0.005,,0.035315,0.000635,,,-0.001354182,,,,,,-1.449361,,,0.042487,0,,,-0.503023,0.022823,-0.015409,0.470754,0.105891,0.885563,0.854483,-2.304752,0.019922,,,,-2.68188,,0.247488,-0.815725,
197706,100.48,4.36,10.42,0.047776,0.045705,0.0795,0.0891,0.0754,0.0164,0.0175,0.0502,0.004,0.043392,0.04536,0.103702,0.418426,0.871112,0.0252,0.0096,0.0011,0.006633,,0.031941,0.000563,,,-0.001593585,,,,,,-1.431245,,,0.04753,0,,,-0.384314,0.044502,0.041872,0.45779,0.014704,0.902945,0.871256,-2.336504,0.021007,,,,-2.68188,,0.248233,-0.930998,
197707,98.85,4.4067,10.5167,-0.015453,-0.016589,0.0794,0.0887,0.0768,-0.007,-0.0005,0.0519,0.0042,0.044579,0.043856,0.10639,0.419016,0.896783,0.0249,0.0093,0.0065,0.004942,,0.033182,0.000595,,,-0.001686821,,,,,,-1.479018,,,0.04628,0,,,-0.462801,0.029641,-0.001323,0.460018,0.014135,0.877098,0.846315,-2.311377,0.019355,,,,-2.68188,,0.216159,-0.953197,
197708,96.77,4.4533,10.6133,-0.01231,-0.020221,0.0798,0.0882,0.0754,0.0198,0.0136,0.0549,0.0044,0.04602,0.045051,0.109676,0.419599,0.926534,0.0205,0.0084,-0.0062,0.003279,,0.03375,0.000582,,,-0.001666359,,,,,,-1.399482,,,0.044599,0.023741,,,-0.517025,0.035336,-0.010995,0.472406,0.007195,0.848934,0.81914,-2.281619,0.020139,,,,-2.68188,,0.201836,-1.061942,
197709,96.53,4.5,10.71,-0.000825,-0.003084,0.0792,0.088,0.0764,-0.0029,-0.0022,0.0581,0.0043,0.046618,0.046502,0.11095,0.420168,0.942263,0.0183,0.0088,0.0007,0.003268,,0.032368,0.000463,,,-0.001802691,,,,,,-1.382219,,,0.046031,0.052003,,,-0.541827,0.044844,0.038054,0.452018,0.008817,0.843189,0.805467,-2.269507,0.019047,,,,-2.68188,,0.192444,-1.08644,
197710,92.34,4.5567,10.77,-0.041984,-0.043869,0.0804,0.0889,0.0781,-0.0093,-0.0038,0.0616,0.0049,0.049347,0.047205,0.116634,0.423089,0.975377,0.0165,0.0085,0.0055,0.003257,,0.032774,0.000726,,,-0.001257046,,,,,,-1.438879,,,0.044973,-0.008016,,,-0.479858,0.048127,-0.004308,0.45583,0.007254,0.814562,0.778121,-2.22122,0.017263,,,,-2.68188,,0.200187,-1.08786,
197711,94.83,4.6133,10.83,0.036752,0.026953,0.0808,0.0895,0.0777,0.0093,0.0061,0.061,0.005,0.048648,0.04996,0.114204,0.425977,0.962034,0.0167,0.0087,-0.0032,0.00487,,0.029216,0.001388,,,-0.001290008,,,,,,-1.56909,,,0.044276,0,,,-0.561,0.041827,0.001177,0.455697,-0.005222,0.82586,0.788913,-2.24283,0.02776,,,,-2.68188,,0.285431,-1.158727,
197712,95.1,4.67,10.89,0.00557,0.003637,0.0819,0.0899,0.0803,-0.0168,-0.0105,0.0607,0.0049,0.049106,0.049246,0.114511,0.428834,0.960333,0.0196,0.008,0.0063,0.003231,,0.030474,0.000627,,,-0.00183389,,,,,,-1.456428,,,0.043377,0,,,-0.538904,0.057818,0.016993,0.472115,-0.007508,0.831378,0.790311,-2.241171,0.018067,,,,-2.436497,,0.29678,-0.721702,
197801,89.25,4.7133,10.9,-0.060643,-0.062611,0.0841,0.0917,0.0816,-0.008,-0.0089,0.0644,0.0049,0.05281,0.049562,0.122129,0.432416,1.036731,0.0172,0.0076,-0.0009,0.006441,,0.028813,0.000908,,,-0.001893361,,,,,,-1.475499,,,0.026113,0,,,-0.539128,0.028002,0.014515,0.455658,-0.041002,0.795372,0.732072,-2.179269,0.025674,,,,-2.68188,,0.310891,-0.869582,
197802,87.04,4.7567,10.91,-0.01626,-0.024938,0.0847,0.092,0.0822,0.0004,0.0051,0.0645,0.0046,0.054649,0.053296,0.125345,0.435992,1.075567,0.0177,0.0073,0.0047,0.0064,,0.031168,0.00067,,,-0.001551213,,,,,,-1.440319,,,0.028934,0,,,-0.559351,0.041075,-0.022682,0.459228,-0.052164,0.766653,0.705638,-2.153927,0.024486,,,,-2.68188,,0.252988,-0.642784,
197803,89.21,4.8,10.92,0.026925,0.024356,0.0847,0.0922,0.0831,-0.0021,0.0042,0.0629,0.0053,0.053806,0.055147,0.122408,0.43956,1.111493,0.0202,0.0075,0.0063,0.007949,,0.027569,0.000623,,,-0.001381708,,,,,,-1.423713,,,0.045461,0,,,-0.61221,0.074678,0.011904,0.447136,-0.071767,0.799105,0.720129,-2.177729,0.021918,,,,-2.436497,,0.243979,-0.608531,
197804,96.83,4.8367,11.0233,0.088964,0.087593,0.0856,0.0932,0.0838,-0.0005,-0.0023,0.0629,0.0054,0.04995,0.054217,0.113842,0.438768,1.00535,0.0209,0.0076,-0.0018,0.007886,,0.022945,0.001741,,,-0.001986056,,,,,,-1.581604,,,0.062548,0,,,-0.857489,0.057036,0.035722,0.422981,-0.071496,0.887518,0.796159,-2.251295,0.022585,,,,-0.824591,,0.288068,-0.443445,
197805,97.24,4.8733,11.1267,0.013719,0.004436,0.0869,0.0949,0.0852,-0.0058,-0.0108,0.0641,0.0051,0.050117,0.050329,0.114425,0.437985,1.001416,0.0211,0.008,-0.005,0.00939,,0.016558,0.001085,,,-0.002333434,,,,,,-1.62452,,,0.064853,0,,,-0.859335,0.071889,0.066254,0.411883,-0.094431,0.904173,0.799287,-2.248031,0.02806,,,,0.784318,,0.27287,-0.330493,
197806,95.53,4.91,11.23,-0.016578,-0.018953,0.0876,0.096,0.0865,-0.0062,0.0023,0.0673,0.0054,0.051397,0.050494,0.117555,0.437222,1.027902,0.0192,0.0084,0.0085,0.010853,,0.016522,0.001027,,,-0.001834939,,,,,,-1.616685,,,0.068724,0,,,-0.932723,0.063022,0.045439,0.431573,0.085171,0.886866,0.778692,-2.222063,0.022236,,,,0.54945,,0.291619,-0.490145,
