yyyymm,price,d12,e12,ret,retx,AAA,BAA,lty,ltr,corpr,tbl,Rfree,d/p,d_y,e_p,d_e,b_m,tms,dfy,dfr,infl,eqis,ntis,svar,cay,i/k,csp,pce,vp,impvar,vrp,govik,lzrt,skew,crdstd,ogap,wtexas,accrul,cfacc,sntm,ndrbl,skvw,tail,fbm,dtoy,dtoat,ygap,rdsp,rsvix,gpce,gip,tchi,house,avgcor,shtint,disag
194904,14.74,0.9933,2.3867,-0.018691,-0.021717,0.027,0.0345,0.0227,0.0011,0.0023,0.0117,0.0009,0.06739,0.065958,0.161918,0.4162,0.9175,0.011,0.0075,0.0012,0.004202,,0.015289,0.000499,,,0.003658064,,,,,,-1.339236,,,-0.105298,0,,,,,-0.038527,0.376264,0.312464,0.901118,0.456647,,0.035217,,,,,,0.250997,,
194905,14.19,1.0067,2.3933,-0.029423,-0.037792,0.0271,0.0345,0.0227,0.0019,0.0038,0.0117,0.001,0.070942,0.068295,0.168663,0.420615,0.948563,0.011,0.0074,0.0019,-0.004184,,0.016901,0.001008,,,0.003421857,,,,,,-1.338442,,,-0.123079,0,,,,,-0.108631,0.381582,0.326699,0.871609,0.441693,,0.030411,,,,,,0.219351,,
194906,14.16,1.02,2.4,0.001744,-0.003269,0.0271,0.0347,0.0217,0.0167,0.0084,0.0117,0.001,0.072034,0.071882,0.169492,0.425,0.953888,0.01,0.0076,-0.0083,0.004202,,0.016812,0.001698,,,0.004091914,,,,,,-1.451211,,,-0.128986,0,,,,,0.026432,0.37554,0.253071,0.873708,0.439227,,0.028473,,,,,,0.24105,,
194907,15.04,1.0267,2.3967,0.062732,0.061657,0.0267,0.0346,0.0216,0.0033,0.0099,0.0102,0.0009,0.068263,0.072505,0.159353,0.428374,0.907799,0.0114,0.0079,0.0066,-0.008368,,0.019511,0.000641,,,0.003622809,,,,,,-1.34083,,,-0.134892,0,,,,,0.049791,0.355032,0.234208,0.927066,0.461526,,0.031557,,,,,,0.260213,,
194908,15.22,1.0333,2.3933,0.0218,0.011738,0.0262,0.034,0.021,0.0111,0.0037,0.0104,0.0009,0.067893,0.068705,0.157249,0.431754,0.893877,0.0106,0.0078,-0.0074,0.004219,,0.019441,0.001074,,,0.003721688,,,,,,-1.370677,,,-0.128821,0,,,,,0.02658,0.377228,0.243052,0.941505,0.468715,,0.022994,,,,,,0.266078,,
194909,15.58,1.04,2.39,0.027415,0.024293,0.026,0.0337,0.0212,-0.0011,0.0021,0.0107,0.0009,0.066752,0.068331,0.153402,0.435146,0.875021,0.0105,0.0077,0.0032,0.004202,,0.023343,0.001548,,,0.002629813,,,,,,-1.470117,,,-0.122845,0,,,,,-0.0321,0.354907,0.248058,0.961794,0.478815,,0.026178,,,,,,0.285388,,
194910,16.04,1.0733,2.3667,0.02978,0.028437,0.0261,0.0336,0.0212,0.0019,0.0067,0.0105,0.0009,0.066916,0.068892,0.147548,0.453519,0.842566,0.0107,0.0075,0.0048,-0.008368,,0.022233,0.000614,,,0.002996892,,,,,,-1.405266,,,-0.164777,0,,,,,0.010894,0.381699,0.202781,0.995692,0.497258,,0.041183,,,,,,0.293826,,
194911,16.06,1.1067,2.3433,0.020738,0.000482,0.026,0.0335,0.0212,0.0021,0.0021,0.0108,0.0008,0.068908,0.068994,0.145911,0.472264,0.833725,0.0104,0.0075,0,0.004219,,0.023643,0.000909,,,0.004004392,,,,,,-1.39552,,,-0.142483,0,,,,,0.025998,0.371333,0.239652,0.98982,0.502532,,0.037466,,,,,,0.267558,,
194912,16.76,1.14,2.32,0.050984,0.046034,0.0258,0.0331,0.0209,0.0052,-0.0145,0.011,0.0009,0.068019,0.070984,0.138425,0.491379,0.796429,0.0099,0.0073,-0.0197,-0.008403,,0.027176,0.000473,,,0.004252018,,,,,,-1.444342,,,-0.128634,0,,,,,0.037089,0.341203,0.251098,1,0.526064,,0.037034,,,,,,0.170227,,
195001,17.05,1.15,2.3367,0.019703,0.018245,0.0257,0.0324,0.0215,-0.0061,0.0037,0.0107,0.0009,0.067449,0.068616,0.137048,0.492153,0.791417,0.0108,0.0067,0.0098,-0.004237,,0.027102,0.000989,,,0.004458223,,,,,,-1.518498,,,-0.115083,0,,,,,0.012708,0.354947,0.218953,0.999059,0.529396,,0.046476,,,,,,0.19038,,
195002,17.22,1.16,2.3533,0.019603,0.009975,0.0258,0.0324,0.0214,0.0021,0.0007,0.0112,0.0009,0.067364,0.068035,0.136663,0.492919,0.784998,0.0102,0.0066,-0.0014,0,,0.025492,0.000426,,,0.004246494,,,,,,-1.419808,,,-0.115132,0,,,,,0.048845,0.376272,0.207577,0.994379,0.533725,,0.035501,,,,,,0.186912,,
195003,17.29,1.17,2.37,0.008185,0.003542,0.0258,0.0324,0.0215,0.0008,0.0022,0.0112,0.001,0.067669,0.067944,0.137073,0.493671,0.825528,0.0103,0.0066,0.0014,0.004255,,0.029291,0.000624,,,0.00455264,,,,,,-1.453927,,,-0.087015,0,,,,,-0.003879,0.377355,0.217901,0.982219,0.540572,,0.033742,,,,,,0.211935,,
195004,18.07,1.18,2.4267,0.045887,0.044493,0.026,0.0323,0.0214,0.003,-0.0008,0.0115,0.0009,0.065302,0.068248,0.134293,0.486263,0.796497,0.0099,0.0063,-0.0038,0,,0.026398,0.000714,,,0.004022212,,,,,,-1.505993,,,-0.05809,0,,,,,0.076666,0.37548,0.174311,0.991872,0.560275,,0.050808,,,,,,0.187397,,
195005,18.78,1.19,2.4833,0.046902,0.03759,0.0261,0.0325,0.0213,0.0033,-0.0008,0.0116,0.001,0.063365,0.065855,0.132233,0.479195,0.761346,0.0097,0.0064,-0.0041,0.004237,,0.028572,0.000641,,,0.003803212,,,,,,-1.46079,,,-0.038928,0,,,,,0.056615,0.341435,0.207984,1,0.586143,,0.029955,,,,,,0.176638,,
195006,17.69,1.2,2.54,-0.054224,-0.057849,0.0262,0.0328,0.0216,-0.0025,0.0023,0.0115,0.001,0.067835,0.063898,0.143584,0.472441,0.813447,0.0101,0.0066,0.0048,0.004219,,0.030397,0.005856,,,0.004115374,,,,,,-1.632601,,,-0.013449,0,,,,,-0.22845,0.323494,0.143216,0.915623,0.5486,,0.030506,,,,,,0.409406,,
195007,17.84,1.2433,2.6,0.016981,0.015875,0.0265,0.0332,0.0214,0.0055,0.0069,0.0116,0.001,0.069693,0.070284,0.14574,0.478204,0.812321,0.0098,0.0067,0.0014,0.012605,,0.030117,0.00311,,,0.004320331,,,,,,-1.789856,,,0.014494,0,,,,,0.016622,0.314617,0.114516,0.916893,0.549361,,0.07326,,,,,,0.447526,,
195008,18.42,1.2867,2.66,0.048063,0.031526,0.0261,0.0323,0.0214,0.0014,0.0038,0.012,0.001,0.069852,0.072123,0.144408,0.483711,0.784341,0.0094,0.0062,0.0024,0.008299,,0.029551,0.001076,,,0.004452678,,,,,,-1.521423,,,0.041467,0,,,,,0.040671,0.323204,0.133336,0.949602,0.568959,,0.031163,,,,,,0.444289,,
195009,19.45,1.33,2.72,0.059466,0.05651,0.0264,0.0321,0.022,-0.0072,-0.0039,0.013,0.001,0.06838,0.072204,0.139846,0.488971,0.751458,0.009,0.0057,0.0033,0.004115,,0.025914,0.001318,,,0.004031833,,,,,,-1.59936,,,0.031203,0,,,,,0.009507,0.33195,0.15427,0.991155,0.593856,,0.024325,,,,,,0.323208,,
195010,19.53,1.3767,2.76,0.005084,0.003425,0.0267,0.0322,0.0225,-0.0048,-0.0008,0.0131,0.0012,0.07049,0.07078,0.141321,0.498793,0.755966,0.0094,0.0055,0.004,0.008197,,0.027341,0.001759,,,0.003975191,,,,,,-1.556952,,,0.033766,0,,,,,-0.008104,0.331553,0.163355,0.970959,0.590314,,0.027109,,,,,,0.256188,,
195011,19.51,1.4233,2.8,0.02243,-0.000073,0.0267,0.0322,0.0224,0.0035,0.0054,0.0136,0.0011,0.072954,0.072879,0.143516,0.508332,0.747364,0.0088,0.0055,0.0019,0.004065,,0.02554,0.002458,,,0.004886765,,,,,,-1.623097,,,0.028331,0,,,,,-0.098219,0.340175,0.161922,0.966577,0.597109,,0.031773,,,,,,0.355548,,
195012,20.41,1.47,2.84,0.055425,0.051025,0.0267,0.032,0.0224,0.0016,0.0023,0.0134,0.0011,0.072024,0.075346,0.139147,0.517606,0.722538,0.009,0.0053,0.0007,0.012146,,0.031359,0.00249,,,0.005662515,,,,,,-1.717517,,,0.041941,0,,,,,0.024387,0.332322,0.119823,0.999788,0.617625,,0.051567,,,,,,0.392294,,
195101,21.66,1.4867,2.8367,0.065105,0.063309,0.0266,0.0317,0.0221,0.0058,0.0019,0.0134,0.0013,0.068637,0.07284,0.130964,0.52409,0.683599,0.0087,0.0051,-0.0039,0.016,,0.030046,0.001705,,,0.005636073,,,,,,-1.65731,,,0.041244,0,,,,,0.047508,0.32162,0.143561,0.996995,0.652806,,0.034829,,,,1.055849,,0.372748,,
195102,21.8,1.5033,2.8333,0.014546,0.004185,0.0266,0.0316,0.0228,-0.0074,-0.0044,0.0136,0.001,0.06896,0.069406,0.129969,0.530588,0.674866,0.0092,0.005,0.003,0.011811,,0.031121,0.000651,,,0.00551025,,,,,,-1.566079,,,0.043669,0,,,,,0.001066,0.321265,0.124309,0.985687,0.661254,,0.034143,,,,1.055849,,0.301688,,
195103,21.4,1.52,2.83,-0.017484,-0.019706,0.0278,0.0323,0.0241,-0.0157,-0.0237,0.014,0.0011,0.071028,0.069725,0.132243,0.537102,0.781395,0.0101,0.0045,-0.008,0.003891,,0.032688,0.001228,,,0.005749029,,,,,,-1.565707,,,0.044502,0,,,,,0.014552,0.339141,0.152173,0.971921,0.652019,,0.027545,,,,1.055849,,0.279984,,
195104,22.43,1.5333,2.7933,0.049108,0.047903,0.0287,0.0335,0.0248,-0.0063,-0.0009,0.0147,0.0013,0.068361,0.071651,0.124535,0.548925,0.749431,0.0101,0.0048,0.0054,0,,0.032093,0.000848,,,0.004406234,,,,,,-1.521433,,,0.04223,0,,,,,0.075548,0.324849,0.134237,1,0.679828,,0.032362,,,,1.055849,,0.277641,,
195105,21.52,1.5467,2.7567,-0.029979,-0.040917,0.0289,0.034,0.0254,-0.0069,-0.0015,0.0155,0.0012,0.071871,0.068955,0.128098,0.561065,0.777889,0.0099,0.0051,0.0054,0.003876,,0.030676,0.001407,,,0.003968667,,,,,,-1.514028,,,0.035309,0,,,,,0.045527,0.330336,0.192308,0.948771,0.654957,,0.035077,,,,1.055849,,0.301484,,
195106,20.96,1.56,2.72,-0.025848,-0.028186,0.0294,0.0349,0.0259,-0.0062,-0.0093,0.0145,0.0012,0.074427,0.072491,0.129771,0.573529,0.800363,0.0114,0.0055,-0.0031,0,,0.036342,0.001137,,,0.004064516,,,,,,-1.499954,,,0.026828,0,,,,,-0.038998,0.347056,0.248929,0.92213,0.636566,,0.031787,,,,0.54172,,0.281842,,
195107,22.4,1.5467,2.65,0.070935,0.070014,0.0294,0.0353,0.0252,0.0138,0.0205,0.0156,0.0013,0.069048,0.073792,0.118304,0.583649,0.753122,0.0096,0.0059,0.0067,0,,0.032599,0.001408,,,0.003715416,,,,,,-1.487713,,,0.007294,0,,,,,0.038751,0.328358,0.243979,0.979972,0.676496,,0.028379,,,,0.784933,,0.283975,,
195108,23.28,1.5333,2.58,0.05022,0.038396,0.0288,0.035,0.0246,0.0099,0.0114,0.0162,0.0013,0.065865,0.068452,0.110825,0.594314,0.718594,0.0084,0.0062,0.0015,0,,0.030322,0.000582,,,0.003921612,,,,,,-1.479303,,,-0.006067,0,,,,,0.098871,0.344475,0.223272,1,0.709001,,0.037593,,,,0.792587,,0.234491,,
195109,23.26,1.52,2.51,0.002868,0.001195,0.0284,0.0346,0.0253,-0.008,-0.0057,0.0163,0.0012,0.065348,0.065292,0.107911,0.605578,0.716182,0.009,0.0062,0.0023,0.007722,,0.0288,0.000255,,,0.00393371,,,,,,-1.518316,,,-0.003492,0,,,,,0.006653,0.335159,0.240265,0.981148,0.711389,,0.02169,,,,0.547203,,0.178013,,
195110,22.94,1.4833,2.4867,-0.013321,-0.015088,0.0289,0.035,0.0254,0.001,-0.0145,0.0154,0.0016,0.064661,0.063772,0.108399,0.596513,0.740233,0.01,0.0061,-0.0155,0.003831,,0.029145,0.001511,,,0.003841898,,,,,,-1.553422,,,-0.008883,0,,,,,0.026699,0.337314,0.200532,0.949271,0.688276,,0.024495,,,,-0.254481,,0.237727,,
195111,22.88,1.4467,2.4633,0.011388,-0.002574,0.0296,0.0356,0.0264,-0.0136,-0.0061,0.0156,0.0011,0.063229,0.063063,0.107663,0.587282,0.743292,0.0108,0.006,0.0075,0.007634,,0.031622,0.001024,,,0.004017421,,,,,,-1.480113,,,-0.004748,0,,,,,0.065486,0.336355,0.195143,0.945363,0.685442,,0.017934,,,,-0.519085,,0.273449,,
195112,23.77,1.41,2.44,0.041815,0.038467,0.0301,0.0361,0.0269,-0.0061,0.0058,0.0173,0.0012,0.059318,0.061626,0.10265,0.577869,0.721316,0.0096,0.006,0.0119,0.003788,,0.036151,0.000427,,,0.004146893,,,,,,-1.40586,,,-0.002241,0,,,,,0.055197,0.342424,0.216072,0.974165,0.706325,,0.022217,,,,-0.519085,,0.278641,,
195201,24.14,1.4133,2.4267,0.017768,0.016303,0.0298,0.0359,0.0268,0.0028,0.0199,0.0157,0.0015,0.058547,0.059459,0.100525,0.582415,0.717426,0.0111,0.0061,0.0171,0,,0.035151,0.000538,,,0.003515476,,,,,,-1.413056,,,0.004902,0,,,,,-0.042096,0.336631,0.218108,0.979448,0.710156,,0.019382,,,,-0.273702,,0.189926,,
195202,23.26,1.4167,2.4133,-0.025241,-0.035743,0.0293,0.0353,0.0269,0.0014,-0.0085,0.0154,0.0012,0.060906,0.058686,0.103755,0.587019,0.746693,0.0115,0.006,-0.0099,-0.007547,,0.034872,0.000932,,,0.003638871,,,,,,-1.419068,,,0.00731,0,,,,,-0.010042,0.352447,0.205349,0.941057,0.68232,,0.026351,,,,-0.248169,,0.200231,,
195203,24.37,1.42,2.4,0.052805,0.050655,0.0296,0.0351,0.0263,0.0111,0.0076,0.0159,0.0011,0.058268,0.061049,0.098482,0.591667,0.751874,0.0104,0.0055,-0.0035,0,,0.032094,0.000632,,,0.00332273,,,,,,-1.363832,,,0.006614,0,,,,,0.07859,0.34589,0.219182,0.974997,0.706929,,0.028746,,,,0.521467,,0.203363,,
195204,23.32,1.43,2.38,-0.041423,-0.043268,0.0293,0.035,0.0254,0.0171,-0.0004,0.0157,0.0012,0.061321,0.058679,0.102058,0.60084,0.786399,0.0097,0.0057,-0.0175,0.003802,,0.033231,0.000808,,,0.003839016,,,,,,-1.403606,,,-0.006436,0,,,,,0.001548,0.345614,0.223504,0.932192,0.675893,,0.023187,,,,-0.247137,,0.242483,,
195205,23.86,1.44,2.36,0.033698,0.023274,0.0293,0.0349,0.0257,-0.0033,0.0031,0.0167,0.0013,0.060352,0.06175,0.09891,0.610169,0.770518,0.009,0.0056,0.0064,0,,0.032149,0.000526,,,0.004511025,,,,,,-1.360118,,,-0.01957,0,,,,,0.066277,0.37064,0.224847,0.951406,0.689823,,0.024773,,,,0.786071,,0.208709,,
195206,24.96,1.45,2.34,0.047832,0.045795,0.0294,0.035,0.0259,0.0003,0.0016,0.017,0.0015,0.058093,0.060771,0.09375,0.619658,0.738715,0.0089,0.0056,0.0013,0.003788,,0.027731,0.000325,,,0.004430721,,,,,,-1.354311,,,-0.032788,0,,,,,0.027577,0.35174,0.215839,0.992365,0.719521,,0.028235,,,,1.055849,,0.200112,,
195207,25.4,1.45,2.3467,0.019129,0.017659,0.0295,0.035,0.0261,-0.002,0.0016,0.0181,0.0015,0.057087,0.058093,0.092389,0.617897,0.72471,0.008,0.0055,0.0036,0.007547,,0.027923,0.000345,,,0.00411256,,,,,,-1.340584,,,-0.052501,0,,,,,0.021638,0.365436,0.207983,1,0.733426,,0.015389,,,,1.055849,,0.135655,,
195208,25.03,1.45,2.3533,-0.005674,-0.015007,0.0294,0.0351,0.0267,-0.007,0.0063,0.0183,0.0015,0.05793,0.057087,0.09402,0.616148,0.73662,0.0084,0.0057,0.0133,0,,0.028043,0.00029,,,0.003761577,,,,,,-1.31311,,,0.006068,0,,,,,-0.006077,0.381319,0.214557,0.981269,0.721568,,0.020154,,,,1.055849,,0.122727,,
195209,24.54,1.45,2.36,-0.018085,-0.020098,0.0295,0.0352,0.0277,-0.013,-0.0018,0.0171,0.0016,0.059087,0.05793,0.09617,0.614407,0.748679,0.0106,0.0057,0.0112,0,,0.031038,0.000441,,,0.003504369,,,,,,-1.354384,,,0.037922,0,,,,,-0.048471,0.345282,0.223337,0.965464,0.709946,,0.024913,,,,0.810466,,0.170015,,
195210,24.52,1.4367,2.3733,0.00032,-0.001244,0.0301,0.0354,0.0269,0.0148,0.0039,0.0174,0.0014,0.058592,0.058544,0.096792,0.605339,0.752516,0.0095,0.0053,-0.0109,0,,0.029928,0.001026,,,0.003575481,,,,,,-1.350778,,,0.044323,0,,,,,0.064716,0.365167,0.213342,0.960541,0.706325,,0.025384,,,,-0.254481,,0.242063,,
195211,25.66,1.4233,2.3867,0.061382,0.048273,0.0298,0.0353,0.0272,-0.0015,0.0108,0.0185,0.001,0.055469,0.058048,0.093011,0.596366,0.714235,0.0087,0.0055,0.0123,0,,0.026551,0.000459,,,0.003542352,,,,,,-1.480666,,,0.060573,0,,,,,0.080342,0.335853,0.235418,1,0.744182,,0.031765,,,,-0.012711,,0.252673,,
195212,26.57,1.41,2.4,0.038215,0.035725,0.0297,0.0351,0.0279,-0.0086,-0.0091,0.0209,0.0016,0.053067,0.054949,0.090327,0.5875,0.694073,0.007,0.0054,-0.0005,0,,0.026536,0.000268,,,0.003445919,,,,,,-1.426028,,,0.062469,0,,,,,0.082202,0.359351,0.248996,0.999658,0.7658,,0.027274,,,,0.792587,,0.209102,,
195301,26.38,1.41,2.41,-0.006207,-0.006795,0.0302,0.0351,0.0279,0.0012,-0.008,0.0196,0.0016,0.05345,0.053067,0.091357,0.585062,0.699175,0.0083,0.0049,-0.0092,-0.003745,,0.025935,0.000401,,,0.003321363,,,,,,-1.444809,,,0.061539,0,,,,,0.070366,0.371439,0.231688,0.986317,0.760212,,0.030609,,,,0.810466,,0.151893,,
195302,25.9,1.41,2.42,-0.00754,-0.017804,0.0307,0.0353,0.0287,-0.0087,-0.004,0.0197,0.0014,0.05444,0.05345,0.093436,0.582645,0.712703,0.009,0.0046,0.0047,-0.003759,,0.026516,0.000491,,,0.003114091,,,,,,-1.462939,,,0.063395,0,,,,,0.020404,0.394168,0.175929,0.967596,0.745783,,0.050375,,,,0.008782,,0.147646,,
195303,25.29,1.41,2.43,-0.022288,-0.024368,0.0312,0.0357,0.0294,-0.0088,-0.0033,0.0201,0.0018,0.055753,0.05444,0.096085,0.580247,0.762497,0.0093,0.0045,0.0055,0.003774,,0.024014,0.000683,,,0.002897312,,,,,,-1.460847,,,0.067996,0,,,,,-0.124768,0.373212,0.244544,0.952619,0.734239,,0.040039,,,,-0.78783,,0.222658,,
195304,24.62,1.4133,2.4567,-0.025308,-0.026832,0.0323,0.0365,0.0303,-0.0105,-0.0248,0.0219,0.0016,0.057406,0.055885,0.099784,0.575303,0.776706,0.0084,0.0042,-0.0143,0,,0.026294,0.001272,,,0.00339691,,,,,,-1.498326,,,0.068405,0,,,,,-0.048191,0.365632,0.258006,0.935192,0.720807,-2.332659,0.018385,,,,-2.17338,,0.287115,,
195305,24.54,1.4167,2.4833,0.007401,-0.00273,0.0334,0.0378,0.0314,-0.0148,-0.003,0.0216,0.0017,0.057729,0.057541,0.101195,0.570472,0.783752,0.0098,0.0044,0.0118,0.003759,,0.027227,0.000593,,,0.002853477,,,,,,-1.372546,,,0.070173,0,,,,,0.008148,0.359131,0.244867,0.926784,0.714327,-2.320748,0.025774,,,,-2.444911,,0.301153,,
195306,24.14,1.42,2.51,-0.014266,-0.016183,0.034,0.0386,0.0301,0.0223,0.0109,0.0211,0.0018,0.058824,0.057865,0.103977,0.565737,0.795497,0.009,0.0046,-0.0114,0.003745,,0.027463,0.001106,,,0.002853784,,,,,,-1.484382,,,0.062335,0.097276,,,,,-0.047695,0.351783,0.198506,0.913101,0.70378,-2.294214,0.019845,,,,-2.68188,,0.341094,,
195307,24.75,1.42,2.5233,0.026314,0.024844,0.0328,0.0386,0.0301,0.0039,0.0177,0.0204,0.0015,0.057374,0.058824,0.101953,0.562748,0.774929,0.0097,0.0058,0.0138,0,,0.026153,0.000581,,,0.002560598,,,,,,-1.352152,,,0.070919,0,,,,,0.05336,0.370981,0.221963,0.937336,0.72246,-2.312125,0.020299,,,,-2.41245,,0.321948,,
195308,23.32,1.42,2.5367,-0.050101,-0.060097,0.0324,0.0385,0.0303,-0.0008,-0.0085,0.0204,0.0017,0.060892,0.057374,0.108777,0.559789,0.816936,0.0099,0.0061,-0.0077,0.003731,,0.028089,0.000681,,,0.002485169,,,,,,-1.402468,,,0.061757,0,,,,,-0.126101,0.373253,0.224207,0.889139,0.685311,-2.247532,0.027283,,,,-2.68188,,0.336812,,
195309,23.35,1.42,2.55,0.002187,0.000072,0.0329,0.0388,0.0284,0.0299,0.0253,0.0179,0.0016,0.060814,0.060892,0.109208,0.556863,0.808211,0.0105,0.0059,-0.0046,0,,0.025879,0.001106,,,0.002609423,,,,,,-1.511604,,,0.037342,0,,,,,-0.023483,0.366766,0.243879,0.898737,0.692709,-2.242799,0.026836,,,,-2.68188,,0.322476,,
195310,24.54,1.43,2.5367,0.051046,0.049806,0.0316,0.0382,0.0281,0.0074,0.0227,0.0138,0.0013,0.058272,0.061242,0.103369,0.563731,0.773721,0.0143,0.0066,0.0153,0.003717,,0.024697,0.000573,,,0.00261672,,,,,,-1.401018,,,0.025232,0,,,,,0.101368,0.379995,0.247301,0.9388,0.723588,-2.295705,0.025041,,,,-1.930782,,0.304813,,
195311,24.76,1.44,2.5233,0.023763,0.009879,0.0311,0.0375,0.0286,-0.0049,-0.0073,0.0144,0.0008,0.058158,0.05868,0.101912,0.570674,0.758432,0.0142,0.0064,-0.0024,-0.003704,,0.025799,0.000376,,,0.002867828,,,,,,-1.401921,,,-0.002668,0,,,,,0.09845,0.385292,0.265576,0.957725,0.738175,-2.310097,0.028249,,,,-1.091915,,0.251316,,
195312,24.81,1.45,2.51,0.001713,-0.001189,0.0313,0.0374,0.0274,0.0206,0.0172,0.016,0.0013,0.058444,0.058562,0.101169,0.577689,0.759701,0.0114,0.0061,-0.0034,0,,0.024823,0.000417,,,0.00279331,,,,,,-1.384899,,,-0.031168,0,,,,,0.062024,0.402253,0.275035,0.956125,0.736942,-2.316534,0.02928,,,,0.54945,,0.169243,,
195401,26.08,1.4567,2.5233,0.053486,0.052586,0.0306,0.0371,0.0291,0.0089,0.0124,0.0118,0.0011,0.055854,0.058713,0.096753,0.577281,0.729847,0.0173,0.0065,0.0035,0,,0.023384,0.000498,,,0.002572827,,,,,,-1.443974,,,-0.042276,0,,,,,0.04946,0.396343,0.287282,0.998429,0.767086,-2.360087,0.025393,,,,0.81888,,0.174513,,
195402,26.15,1.4633,2.5367,0.012916,0.002343,0.0295,0.0361,0.0279,0.024,0.0198,0.0097,0.0007,0.055959,0.056109,0.097005,0.57687,0.72452,0.0182,0.0066,-0.0042,0,,0.022563,0.000341,,,0.00259655,,,,,,-1.378921,,,-0.042999,0,,,,,0.11694,0.375034,0.303983,1,0.772726,-2.357397,0.019479,,,,1.055849,,0.185642,,
195403,26.94,1.47,2.55,0.03053,0.028423,0.0286,0.0351,0.0278,0.0058,0.0039,0.0103,0.0008,0.054566,0.056214,0.094655,0.576471,0.804916,0.0175,0.0065,-0.0019,0,,0.022094,0.000357,,,0.002326738,,,,,,-1.424779,,,-0.052637,0,,,,,0.082938,0.364251,0.304481,1,0.796259,-2.380942,0.021801,,,,1.055849,,0.172607,,
195404,28.26,1.4633,2.5733,0.048358,0.04714,0.0285,0.0347,0.0273,0.0104,-0.0034,0.0097,0.0009,0.051781,0.054318,0.091059,0.568652,0.765039,0.0176,0.0062,-0.0138,-0.003717,,0.020857,0.000731,,,0.002569204,,,,,,-1.457089,,,-0.062307,0,,,,,0.074145,0.373856,0.328527,1,0.837763,-2.418888,0.037912,,,,1.055849,,0.184593,,
195405,29.19,1.4567,2.5967,0.042777,0.033606,0.0288,0.0347,0.0279,-0.0087,-0.0042,0.0076,0.0005,0.049903,0.051545,0.088958,0.560976,0.745977,0.0203,0.0059,0.0045,0.003731,,0.018493,0.00043,,,0.00236119,,,,,,-1.465426,,,-0.06,0,,,,,0.05636,0.390493,0.358315,1,0.85917,-2.44302,0.041505,,,,1.055849,,0.156329,,
195406,29.21,1.45,2.62,0.002467,0.000533,0.029,0.0349,0.0272,0.0163,0.0063,0.0064,0.0006,0.049641,0.049675,0.089695,0.553435,0.732468,0.0208,0.0059,-0.01,0,,0.018358,0.000935,,,0.001838346,,,,,,-1.470653,,,-0.060692,0,,,,,-0.017975,0.371109,0.251642,0.989997,0.875016,-2.434858,0.028478,,,,1.055849,,0.184585,,
195407,30.88,1.4567,2.6233,0.058701,0.05778,0.0289,0.035,0.0266,0.0134,0.004,0.0072,0.0005,0.047172,0.049869,0.084952,0.555275,0.702173,0.0194,0.0061,-0.0094,0,,0.017708,0.000613,,,0.002042287,,,,,,-1.504636,,,-0.062882,0,,,,,0.07996,0.37699,0.232511,1,0.912769,-2.488404,0.037753,,,,1.055849,,0.158419,,
195408,29.83,1.4633,2.6267,-0.025894,-0.034753,0.0287,0.0349,0.0269,-0.0036,0.0018,0.0092,0.0005,0.049056,0.047388,0.088055,0.557105,0.727516,0.0177,0.0062,0.0054,0,,0.017528,0.001145,,,0.001982037,,,,,,-1.646831,,,-0.068032,0,,,,,-0.009138,0.386013,0.239387,0.958388,0.880972,-2.453124,0.029628,,,,1.055849,,0.209162,,
195409,32.31,1.47,2.63,0.0825,0.080888,0.0289,0.0347,0.0271,-0.001,0.004,0.0101,0.0009,0.045497,0.049279,0.081399,0.558935,0.677745,0.017,0.0058,0.005,-0.003717,,0.016884,0.000692,,,0.002207768,,,,,,-1.515109,,,-0.070208,0,,,,,0.000067,0.361692,0.303161,0.992128,0.945667,-2.531914,0.029525,,,,1.055849,,0.192889,,
195410,31.68,1.4933,2.6767,-0.017867,-0.018659,0.0287,0.0346,0.0271,0.0006,0.004,0.0098,0.0007,0.047138,0.046219,0.084491,0.557906,0.693758,0.0173,0.0059,0.0034,0,,0.01758,0.000499,,,0.002914384,,,,,,-1.513153,,,-0.062054,0,,,,,-0.01142,0.352845,0.292586,0.966276,0.92384,-2.495122,0.023996,,,,1.055849,,0.213224,,
195411,34.24,1.5167,2.7233,0.095774,0.082712,0.0289,0.0345,0.0274,-0.0025,0.0025,0.0093,0.0006,0.044295,0.047875,0.079537,0.556917,0.631642,0.0181,0.0056,0.005,0,,0.014153,0.001267,,,0.003319816,,,,,,-1.663077,,,-0.049686,0,,,,,0.09531,0.339169,0.276425,0.995521,0.995521,-2.556037,0.039617,,,,1.055849,,0.20477,,
195412,35.98,1.54,2.77,0.054288,0.052361,0.029,0.0345,0.0272,0.0064,0.0017,0.0115,0.0008,0.042802,0.044977,0.076987,0.555957,0.60412,0.0157,0.0055,-0.0047,-0.003731,,0.026993,0.000882,,,0.002845475,,,,,,-1.737582,,,-0.040418,0,,,,,0.085676,0.337632,0.28738,1,1,-2.588906,0.050162,,,,1.055849,,0.219704,,
195501,36.63,1.5467,2.8333,0.018076,0.017591,0.0293,0.0345,0.0286,-0.0241,-0.0097,0.0122,0.0008,0.042224,0.042987,0.07735,0.545884,0.597559,0.0164,0.0052,0.0144,0,,0.026412,0.002517,,,0.002790374,,,,,,-1.811742,,,-0.021498,0,,,,,0.046225,0.351096,0.307574,0.999853,0.999853,-2.58518,0.036877,,,,1.055849,,0.269511,,
